+0.000000	-50.000000	-0.013530	-0.000007
+0.000000	-49.975586	-0.013534	-0.000007
+0.000000	-49.951172	-0.013542	-0.000007
+0.000000	-49.926758	-0.013548	-0.000007
+0.000000	-49.902344	-0.013556	-0.000007
+0.000000	-49.877930	-0.013563	-0.000008
+0.000000	-49.853516	-0.013571	-0.000008
+0.000000	-49.829102	-0.013579	-0.000008
+0.000000	-49.804688	-0.013587	-0.000008
+0.000000	-49.780273	-0.013594	-0.000008
+0.000000	-49.755859	-0.013602	-0.000008
+0.000000	-49.731445	-0.013610	-0.000008
+0.000000	-49.707031	-0.013618	-0.000008
+0.000000	-49.682617	-0.013626	-0.000008
+0.000000	-49.658203	-0.013634	-0.000008
+0.000000	-49.633789	-0.013642	-0.000008
+0.000000	-49.609375	-0.013650	-0.000008
+0.000000	-49.584961	-0.013658	-0.000008
+0.000000	-49.560547	-0.013666	-0.000008
+0.000000	-49.536133	-0.013674	-0.000008
+0.000000	-49.511719	-0.013682	-0.000008
+0.000000	-49.487305	-0.013690	-0.000008
+0.000000	-49.462891	-0.013698	-0.000008
+0.000000	-49.438477	-0.013706	-0.000008
+0.000000	-49.414062	-0.013714	-0.000008
+0.000000	-49.389648	-0.013722	-0.000008
+0.000000	-49.365234	-0.013731	-0.000009
+0.000000	-49.340820	-0.013739	-0.000009
+0.000000	-49.316406	-0.013747	-0.000009
+0.000000	-49.291992	-0.013755	-0.000009
+0.000000	-49.267578	-0.013763	-0.000009
+0.000000	-49.243164	-0.013771	-0.000009
+0.000000	-49.218750	-0.013780	-0.000009
+0.000000	-49.194336	-0.013788	-0.000009
+0.000000	-49.169922	-0.013796	-0.000009
+0.000000	-49.145508	-0.013804	-0.000009
+0.000000	-49.121094	-0.013813	-0.000009
+0.000000	-49.096680	-0.013821	-0.000009
+0.000000	-49.072266	-0.013829	-0.000009
+0.000000	-49.047852	-0.013838	-0.000009
+0.000000	-49.023438	-0.013846	-0.000009
+0.000000	-48.999023	-0.013854	-0.000009
+0.000000	-48.974609	-0.013863	-0.000009
+0.000000	-48.950195	-0.013871	-0.000009
+0.000000	-48.925781	-0.013879	-0.000009
+0.000000	-48.901367	-0.013888	-0.000009
+0.000000	-48.876953	-0.013896	-0.000010
+0.000000	-48.852539	-0.013904	-0.000010
+0.000000	-48.828125	-0.013913	-0.000010
+0.000000	-48.803711	-0.013921	-0.000010
+0.000000	-48.779297	-0.013930	-0.000010
