+0.000000	-50.000000	-0.013525	-0.000014
+0.000000	-49.902344	-0.013548	-0.000014
+0.000000	-49.804688	-0.013581	-0.000015
+0.000000	-49.707031	-0.013610	-0.000015
+0.000000	-49.609375	-0.013643	-0.000015
+0.000000	-49.511719	-0.013674	-0.000016
+0.000000	-49.414062	-0.013707	-0.000016
+0.000000	-49.316406	-0.013739	-0.000016
+0.000000	-49.218750	-0.013772	-0.000017
+0.000000	-49.121094	-0.013805	-0.000017
+0.000000	-49.023438	-0.013838	-0.000017
+0.000000	-48.925781	-0.013871	-0.000018
+0.000000	-48.828125	-0.013905	-0.000018
+0.000000	-48.730469	-0.013939	-0.000019
+0.000000	-48.632812	-0.013973	-0.000019
+0.000000	-48.535156	-0.014007	-0.000019
+0.000000	-48.437500	-0.014042	-0.000020
+0.000000	-48.339844	-0.014076	-0.000020
+0.000000	-48.242188	-0.014111	-0.000021
+0.000000	-48.144531	-0.014145	-0.000021
+0.000000	-48.046875	-0.014181	-0.000022
+0.000000	-47.949219	-0.014216	-0.000022
+0.000000	-47.851562	-0.014252	-0.000023
+0.000000	-47.753906	-0.014287	-0.000023
+0.000000	-47.656250	-0.014323	-0.000024
+0.000000	-47.558594	-0.014359	-0.000024
+0.000000	-47.460938	-0.014396	-0.000025
+0.000000	-47.363281	-0.014432	-0.000025
+0.000000	-47.265625	-0.014469	-0.000026
+0.000000	-47.167969	-0.014505	-0.000026
+0.000000	-47.070312	-0.014543	-0.000027
+0.000000	-46.972656	-0.014580	-0.000028
+0.000000	-46.875000	-0.014617	-0.000028
+0.000000	-46.777344	-0.014655	-0.000029
+0.000000	-46.679688	-0.014693	-0.000029
+0.000000	-46.582031	-0.014731	-0.000030
+0.000000	-46.484375	-0.014769	-0.000031
+0.000000	-46.386719	-0.014808	-0.000031
+0.000000	-46.289062	-0.014846	-0.000032
+0.000000	-46.191406	-0.014885	-0.000033
+0.000000	-46.093750	-0.014924	-0.000033
+0.000000	-45.996094	-0.014964	-0.000034
+0.000000	-45.898438	-0.015003	-0.000035
+0.000000	-45.800781	-0.015043	-0.000036
+0.000000	-45.703125	-0.015083	-0.000037
+0.000000	-45.605469	-0.015123	-0.000037
+0.000000	-45.507812	-0.015164	-0.000038
+0.000000	-45.410156	-0.015205	-0.000039
+0.000000	-45.312500	-0.015246	-0.000040
+0.000000	-45.214844	-0.015287	-0.000041
+0.000000	-45.117188	-0.015328	-0.000042
+0.000000	-45.019531	-0.015370	-0.000043
+0.000000	-44.921875	-0.015412	-0.000043
+0.000000	-44.824219	-0.015454	-0.000044
+0.000000	-44.726562	-0.015496	-0.000045
+0.000000	-44.628906	-0.015538	-0.000046
+0.000000	-44.531250	-0.015581	-0.000047
+0.000000	-44.433594	-0.015624	-0.000048
+0.000000	-44.335938	-0.015668	-0.000049
+0.000000	-44.238281	-0.015711	-0.000051
+0.000000	-44.140625	-0.015755	-0.000052
+0.000000	-44.042969	-0.015799	-0.000053
+0.000000	-43.945312	-0.015844	-0.000054
+0.000000	-43.847656	-0.015888	-0.000055
+0.000000	-43.750000	-0.015933	-0.000056
+0.000000	-43.652344	-0.015978	-0.000058
+0.000000	-43.554688	-0.016024	-0.000059
+0.000000	-43.457031	-0.016069	-0.000060
+0.000000	-43.359375	-0.016115	-0.000061
+0.000000	-43.261719	-0.016161	-0.000063
+0.000000	-43.164062	-0.016208	-0.000064
+0.000000	-43.066406	-0.016254	-0.000066
+0.000000	-42.968750	-0.016302	-0.000067
+0.000000	-42.871094	-0.016349	-0.000069
+0.000000	-42.773438	-0.016397	-0.000070
+0.000000	-42.675781	-0.016444	-0.000072
+0.000000	-42.578125	-0.016493	-0.000073
+0.000000	-42.480469	-0.016541	-0.000075
+0.000000	-42.382812	-0.016590	-0.000076
+0.000000	-42.285156	-0.016639	-0.000078
+0.000000	-42.187500	-0.016688	-0.000080
+0.000000	-42.089844	-0.016738	-0.000081
+0.000000	-41.992188	-0.016788	-0.000083
+0.000000	-41.894531	-0.016838	-0.000085
+0.000000	-41.796875	-0.016889	-0.000087
+0.000000	-41.699219	-0.016940	-0.000089
+0.000000	-41.601562	-0.016991	-0.000091
+0.000000	-41.503906	-0.017043	-0.000093
+0.000000	-41.406250	-0.017094	-0.000095
+0.000000	-41.308594	-0.017147	-0.000097
+0.000000	-41.210938	-0.017199	-0.000099
+0.000000	-41.113281	-0.017252	-0.000101
+0.000000	-41.015625	-0.017305	-0.000103
+0.000000	-40.917969	-0.017359	-0.000106
+0.000000	-40.820312	-0.017413	-0.000108
+0.000000	-40.722656	-0.017467	-0.000110
+0.000000	-40.625000	-0.017522	-0.000113
+0.000000	-40.527344	-0.017576	-0.000115
+0.000000	-40.429688	-0.017632	-0.000118
+0.000000	-40.332031	-0.017687	-0.000120
+0.000000	-40.234375	-0.017744	-0.000123
+0.000000	-40.136719	-0.017800	-0.000126
+0.000000	-40.039062	-0.017857	-0.000128
+0.000000	-39.941406	-0.017914	-0.000131
+0.000000	-39.843750	-0.017971	-0.000134
+0.000000	-39.746094	-0.018029	-0.000137
+0.000000	-39.648438	-0.018087	-0.000140
+0.000000	-39.550781	-0.018146	-0.000143
+0.000000	-39.453125	-0.018205	-0.000146
+0.000000	-39.355469	-0.018265	-0.000149
+0.000000	-39.257812	-0.018324	-0.000153
+0.000000	-39.160156	-0.018385	-0.000156
+0.000000	-39.062500	-0.018445	-0.000159
+0.000000	-38.964844	-0.018506	-0.000163
+0.000000	-38.867188	-0.018568	-0.000166
+0.000000	-38.769531	-0.018630	-0.000170
+0.000000	-38.671875	-0.018692	-0.000174
+0.000000	-38.574219	-0.018755	-0.000178
+0.000000	-38.476562	-0.018818	-0.000181
+0.000000	-38.378906	-0.018882	-0.000185
+0.000000	-38.281250	-0.018946	-0.000189
+0.000000	-38.183594	-0.019010	-0.000194
+0.000000	-38.085938	-0.019075	-0.000198
+0.000000	-37.988281	-0.019140	-0.000202
+0.000000	-37.890625	-0.019206	-0.000206
+0.000000	-37.792969	-0.019273	-0.000211
+0.000000	-37.695312	-0.019339	-0.000216
+0.000000	-37.597656	-0.019407	-0.000220
+0.000000	-37.500000	-0.019474	-0.000225
+0.000000	-37.402344	-0.019542	-0.000230
+0.000000	-37.304688	-0.019611	-0.000235
+0.000000	-37.207031	-0.019680	-0.000240
+0.000000	-37.109375	-0.019750	-0.000245
+0.000000	-37.011719	-0.019820	-0.000251
+0.000000	-36.914062	-0.019891	-0.000256
+0.000000	-36.816406	-0.019962	-0.000262
+0.000000	-36.718750	-0.020034	-0.000267
+0.000000	-36.621094	-0.020106	-0.000273
+0.000000	-36.523438	-0.020179	-0.000279
+0.000000	-36.425781	-0.020252	-0.000285
+0.000000	-36.328125	-0.020326	-0.000291
+0.000000	-36.230469	-0.020400	-0.000298
+0.000000	-36.132812	-0.020475	-0.000304
+0.000000	-36.035156	-0.020550	-0.000311
+0.000000	-35.937500	-0.020626	-0.000318
+0.000000	-35.839844	-0.020703	-0.000325
+0.000000	-35.742188	-0.020780	-0.000332
+0.000000	-35.644531	-0.020858	-0.000339
+0.000000	-35.546875	-0.020936	-0.000346
+0.000000	-35.449219	-0.021015	-0.000354
+0.000000	-35.351562	-0.021094	-0.000361
+0.000000	-35.253906	-0.021174	-0.000369
+0.000000	-35.156250	-0.021255	-0.000377
+0.000000	-35.058594	-0.021336	-0.000386
+0.000000	-34.960938	-0.021418	-0.000394
+0.000000	-34.863281	-0.021501	-0.000402
+0.000000	-34.765625	-0.021584	-0.000411
+0.000000	-34.667969	-0.021668	-0.000420
+0.000000	-34.570312	-0.021752	-0.000429
+0.000000	-34.472656	-0.021837	-0.000439
+0.000000	-34.375000	-0.021923	-0.000448
+0.000000	-34.277344	-0.022009	-0.000458
+0.000000	-34.179688	-0.022096	-0.000468
+0.000000	-34.082031	-0.022184	-0.000478
+0.000000	-33.984375	-0.022272	-0.000488
+0.000000	-33.886719	-0.022361	-0.000499
+0.000000	-33.789062	-0.022451	-0.000510
+0.000000	-33.691406	-0.022542	-0.000521
+0.000000	-33.593750	-0.022633	-0.000532
+0.000000	-33.496094	-0.022725	-0.000544
+0.000000	-33.398438	-0.022817	-0.000556
