-50.000000	-0.012915	-0.000008
-49.975586	-0.012917	-0.000008
-49.951172	-0.012924	-0.000008
-49.926758	-0.012930	-0.000008
-49.902344	-0.012937	-0.000008
-49.877930	-0.012944	-0.000008
-49.853516	-0.012951	-0.000008
-49.829102	-0.012958	-0.000009
-49.804688	-0.012965	-0.000009
-49.780273	-0.012972	-0.000009
-49.755859	-0.012979	-0.000009
-49.731445	-0.012986	-0.000009
-49.707031	-0.012994	-0.000009
-49.682617	-0.013001	-0.000009
-49.658203	-0.013008	-0.000009
-49.633789	-0.013015	-0.000009
-49.609375	-0.013023	-0.000009
-49.584961	-0.013030	-0.000009
-49.560547	-0.013037	-0.000009
-49.536133	-0.013044	-0.000009
-49.511719	-0.013052	-0.000009
-49.487305	-0.013059	-0.000009
-49.462891	-0.013066	-0.000009
-49.438477	-0.013074	-0.000009
-49.414062	-0.013081	-0.000009
-49.389648	-0.013089	-0.000009
-49.365234	-0.013096	-0.000009
-49.340820	-0.013103	-0.000010
-49.316406	-0.013111	-0.000010
-49.291992	-0.013118	-0.000010
-49.267578	-0.013126	-0.000010
-49.243164	-0.013133	-0.000010
-49.218750	-0.013141	-0.000010
-49.194336	-0.013148	-0.000010
-49.169922	-0.013156	-0.000010
-49.145508	-0.013163	-0.000010
-49.121094	-0.013171	-0.000010
-49.096680	-0.013178	-0.000010
-49.072266	-0.013186	-0.000010
-49.047852	-0.013193	-0.000010
-49.023438	-0.013201	-0.000010
-48.999023	-0.013209	-0.000010
-48.974609	-0.013216	-0.000010
-48.950195	-0.013224	-0.000010
-48.925781	-0.013231	-0.000011
-48.901367	-0.013239	-0.000011
-48.876953	-0.013247	-0.000011
-48.852539	-0.013254	-0.000011
-48.828125	-0.013262	-0.000011
-48.803711	-0.013270	-0.000011
-48.779297	-0.013277	-0.000011
-48.754883	-0.013285	-0.000011
-48.730469	-0.013293	-0.000011
-48.706055	-0.013300	-0.000011
-48.681641	-0.013308	-0.000011
-48.657227	-0.013316	-0.000011
-48.632812	-0.013323	-0.000011
-48.608398	-0.013331	-0.000011
-48.583984	-0.013339	-0.000011
-48.559570	-0.013347	-0.000011
-48.535156	-0.013355	-0.000011
-48.510742	-0.013362	-0.000012
-48.486328	-0.013370	-0.000012
-48.461914	-0.013378	-0.000012
-48.437500	-0.013386	-0.000012
-48.413086	-0.013393	-0.000012
-48.388672	-0.013401	-0.000012
-48.364258	-0.013409	-0.000012
-48.339844	-0.013417	-0.000012
-48.315430	-0.013425	-0.000012
-48.291016	-0.013433	-0.000012
-48.266602	-0.013441	-0.000012
-48.242188	-0.013449	-0.000012
-48.217773	-0.013456	-0.000012
-48.193359	-0.013464	-0.000012
-48.168945	-0.013472	-0.000013
-48.144531	-0.013480	-0.000013
-48.120117	-0.013488	-0.000013
-48.095703	-0.013496	-0.000013
-48.071289	-0.013504	-0.000013
-48.046875	-0.013512	-0.000013
-48.022461	-0.013520	-0.000013
-47.998047	-0.013528	-0.000013
-47.973633	-0.013536	-0.000013
-47.949219	-0.013544	-0.000013
-47.924805	-0.013552	-0.000013
-47.900391	-0.013560	-0.000013
-47.875977	-0.013568	-0.000013
-47.851562	-0.013576	-0.000013
-47.827148	-0.013584	-0.000014
-47.802734	-0.013592	-0.000014
-47.778320	-0.013600	-0.000014
-47.753906	-0.013609	-0.000014
-47.729492	-0.013617	-0.000014
-47.705078	-0.013625	-0.000014
-47.680664	-0.013633	-0.000014
-47.656250	-0.013641	-0.000014
-47.631836	-0.013649	-0.000014
-47.607422	-0.013657	-0.000014
-47.583008	-0.013665	-0.000014
-47.558594	-0.013674	-0.000014
-47.534180	-0.013682	-0.000014
-47.509766	-0.013690	-0.000015
-47.485352	-0.013698	-0.000015
-47.460938	-0.013707	-0.000015
-47.436523	-0.013715	-0.000015
-47.412109	-0.013723	-0.000015
-47.387695	-0.013731	-0.000015
-47.363281	-0.013740	-0.000015
-47.338867	-0.013748	-0.000015
-47.314453	-0.013756	-0.000015
-47.290039	-0.013764	-0.000015
-47.265625	-0.013773	-0.000015
-47.241211	-0.013781	-0.000015
-47.216797	-0.013789	-0.000016
-47.192383	-0.013798	-0.000016
-47.167969	-0.013806	-0.000016
-47.143555	-0.013814	-0.000016
-47.119141	-0.013823	-0.000016
-47.094727	-0.013831	-0.000016
-47.070312	-0.013839	-0.000016
-47.045898	-0.013848	-0.000016
-47.021484	-0.013856	-0.000016
-46.997070	-0.013865	-0.000016
-46.972656	-0.013873	-0.000016
